Number,First Level Folder,Second Level Folder,File Name,Corner Index,Liveness Passed,No Face,Gaze Passed,Iou Ratio,fas_multi,fas_gazeY,fas_cutout,fas_print,fas_screen
802,gazeFailed,20201024154900,00_br_040.jpg,br,false,false,false,0.6693939393939394,0.99999213,0.37606668,0.022633988,6.77866E-9,0.9981787
803,gazeFailed,20201024154900,01_na_000.jpg,na,false,false,false,0.6517092803030303,0.999987,0.17189583,0.0056806332,1.0789337E-8,0.0020843153
804,gazeFailed,20201024154900,03_tl_000.jpg,tl,false,false,false,0.6801183712121213,0.9999697,0.13345885,5.172364E-4,1.46010075E-8,1.1822006E-7
805,gazeFailed,20201026150718,03_br_000.jpg,br,true,true,true,0.4122178819444444,0.99954295,0.70226353,4.330421E-5,1.3294994E-13,0.13872176
806,gazeFailed,20201026150718,01_na_000.jpg,na,true,true,true,0.4043752411265432,0.99798346,0.7545295,2.3730568E-6,7.241086E-14,0.09282428
807,gazePassed,20201001151502,01_bl_000.jpg,bl,true,false,true,0.4872159090909091,0.9998888,0.91878104,4.8777874E-8,8.0580325E-16,0.5414004
808,gazePassed,20201001151502,02_na_000.jpg,na,true,false,true,0.49053593975468973,0.9999527,0.2384009,1.5735385E-8,4.9199574E-15,0.7464391
809,gazePassed,20201001151502,00_bl_000.jpg,bl,true,false,true,0.4839071518759019,0.99997663,0.939934,5.442867E-7,1.1495756E-15,0.50988746
810,gazePassed,20201001151502,03_tl_000.jpg,tl,true,false,true,0.4773234577922078,0.9999454,0.24130121,2.2548498E-8,1.1096006E-15,0.87138236
811,gazePassed,20201105201637,00_tl_000.jpg,tl,true,false,true,0.46366432669082125,0.9999869,0.30899587,3.5078997E-9,8.90062E-19,1.18716606E-7
812,gazePassed,20201105201637,02_na_000.jpg,na,true,false,true,0.46514568236714976,0.99999964,0.9703746,1.1303618E-7,8.2215326E-18,9.046974E-8
813,gazePassed,20201105201637,03_bl_000.jpg,bl,true,false,true,0.4592391304347826,1.0,0.9618659,1.7564407E-8,3.7255785E-18,8.4601595E-8
814,gazePassed,20201105201637,01_tl_000.jpg,tl,true,false,true,0.4785722373188406,0.9999672,0.09481593,2.3478233E-8,2.1987194E-17,1.4535931E-8
815,gazeFailed,20200930183709,01_tr_040.jpg,tr,true,false,true,0.5925396126760561,0.99995804,0.24862273,1.0453352E-5,7.840884E-10,1.0485227E-4
816,gazeFailed,20200930183709,03_bl_040.jpg,bl,true,false,true,0.6041345730633801,0.9999733,0.87606514,4.906751E-6,5.015888E-10,3.695655E-4
817,gazeFailed,20200930183709,00_tr_040.jpg,tr,true,false,true,0.5777994791666665,0.9999751,0.2837696,1.9226327E-4,8.823616E-10,1.5859812E-5
818,gazeFailed,20200930183709,02_na_040.jpg,na,true,false,true,0.6175221904342721,0.99992764,0.882334,1.32562955E-5,7.362823E-10,4.7677284E-5
819,gazePassed,20201105201514,02_tr_000.jpg,tr,true,false,true,0.4983063481280193,0.9999999,0.11693061,9.0252156E-10,1.3484257E-17,1.7441353E-8
820,gazePassed,20201105201514,03_tr_000.jpg,tr,true,false,true,0.4891493055555556,1.0,0.11346634,2.1150086E-9,5.3994307E-17,1.5526957E-8
821,gazePassed,20201105201514,01_na_000.jpg,na,true,false,true,0.5060009057971014,1.0,0.4030794,6.630988E-8,5.700801E-18,2.771858E-6
822,gazePassed,20201105201514,00_br_000.jpg,br,true,false,true,0.4952445652173913,1.0,0.95783085,1.1595327E-7,5.1796015E-18,7.2744555E-8
823,gazeFailed,20201015015849,02_na_000.jpg,na,true,false,true,0.7926915623136552,0.99992085,0.8104993,1.383373E-5,5.1261395E-9,6.8721984E-4
824,gazeFailed,20201015015849,01_tl_000.jpg,tl,true,false,true,0.7660163237924865,0.99996364,0.23172721,1.2480567E-6,2.829757E-9,8.932026E-4
825,gazePassed,20201001150658,02_tr_000.jpg,tr,true,false,true,0.5283613040123457,1.0,0.23077577,1.8496371E-9,1.3013094E-14,3.104303E-6
826,gazePassed,20201001150658,00_bl_000.jpg,bl,true,false,true,0.5093798225308642,1.0,0.96355534,5.7045657E-10,3.3958212E-15,5.701793E-6
827,gazePassed,20201001150658,03_tr_000.jpg,tr,true,false,true,0.5379822530864198,1.0,0.28541222,1.522065E-9,3.605427E-15,6.381865E-6
828,gazePassed,20201001150658,01_na_000.jpg,na,true,false,true,0.4876736111111111,1.0,0.3086223,2.6301898E-8,3.689433E-16,1.0301503E-6
829,gazePassed,20201110205038,00_tl_000.jpg,tl,true,false,true,0.515625,0.99999964,0.11416622,2.0571181E-4,5.63636E-6,8.731097E-4
830,gazePassed,20201110205038,02_na_000.jpg,na,true,false,true,0.5313683712121212,0.99999964,0.7133254,1.22518995E-5,3.0494508E-7,3.247831E-4
831,gazePassed,20201110205038,03_bl_000.jpg,bl,true,false,true,0.5345454545454545,0.999997,0.698906,5.886793E-6,2.566172E-7,9.525147E-5
832,gazePassed,20201110205038,01_tl_000.jpg,tl,true,false,true,0.5109469696969697,0.99999833,0.12689292,5.030172E-5,4.0508843E-7,0.0036801938
833,gazeFailed,20201105203657,02_tl_000.jpg,tl,true,false,true,0.5027206955252917,0.9984376,0.1239477,2.3713077E-11,9.109148E-13,2.1678327E-4
834,gazeFailed,20201105203657,00_bl_000.jpg,bl,true,false,true,0.5091247162775615,0.9999609,0.9493648,9.854533E-11,1.4631414E-13,4.118611E-5
835,gazeFailed,20201105203657,01_na_000.jpg,na,true,false,true,0.5043166342412451,0.99908304,0.1362428,4.126002E-11,7.221876E-13,8.151575E-5
836,gazeFailed,20201105203657,03_tl_000.jpg,tl,true,false,true,0.49477140077821,0.9969415,0.13339847,1.3299656E-10,1.8735649E-13,4.0271305E-5
837,gazePassed,20201105201754,03_br_000.jpg,br,true,false,true,0.6719435307017544,0.99963355,0.94603443,5.66973E-8,4.2460105E-8,0.002641982
838,gazePassed,20201105201754,02_na_000.jpg,na,true,false,true,0.6203790726817042,0.9999949,0.52378434,8.0168725E-8,1.3650712E-8,0.018771287
839,gazePassed,20201105201754,00_tr_000.jpg,tr,true,false,true,0.6326362781954887,0.99999464,0.14081305,6.466605E-8,3.31922E-7,0.041343216
840,gazePassed,20201105201754,01_tr_000.jpg,tr,true,false,true,0.6414669486215538,0.9999869,0.18586342,1.7372336E-7,2.0442645E-8,0.031203777
841,gazeFailed,20201001143732,03_tr_040.jpg,tr,false,true,false,0.40185954560051373,0.9834079,0.4245655,3.742775E-9,6.9594455E-11,7.757945E-5
842,gazeFailed,20201015015848,03_br_000.jpg,br,true,false,true,0.8003969141323791,0.9999782,0.78026307,7.9137235E-6,4.2601234E-9,0.015068362
843,gazeFailed,20201015015848,02_na_000.jpg,na,true,false,true,0.7926915623136552,0.99992085,0.7865088,1.383373E-5,5.1261395E-9,6.8721984E-4
844,gazeFailed,20201015015848,01_tl_000.jpg,tl,true,false,true,0.7660163237924865,0.99996364,0.2625674,1.2480567E-6,2.829757E-9,8.932026E-4
845,gazeFailed,20201024014849,01_tl_040.jpg,tl,false,false,false,0.6464488636363637,0.99999774,0.17635882,2.205935E-6,8.385868E-13,0.93206406
846,gazeFailed,20201024014849,00_tl_040.jpg,tl,false,false,false,0.6482007575757576,0.9999945,0.19352083,6.3231823E-7,9.269624E-13,0.9000777
847,gazeFailed,20201024014849,03_bl_040.jpg,bl,false,false,false,0.6909280303030303,0.9999995,0.56666195,2.2185722E-4,4.205623E-11,0.9974183
848,gazeFailed,20201024014849,02_na_040.jpg,na,false,false,false,0.6534659090909091,0.9999995,0.83765286,2.3993725E-6,1.9335839E-13,0.9904066
849,gazeFailed,20201012151133,01_na_040.jpg,na,false,false,true,0.43719561688311687,0.32674667,1.021846,3.087439E-8,6.2589144E-16,0.9999975
850,gazeFailed,20201012151133,03_tr_040.jpg,tr,false,false,true,0.44349747474747475,0.09931395,0.38840094,2.4868104E-8,1.4312431E-15,0.99999917
851,gazeFailed,20201012151133,00_bl_040.jpg,bl,false,false,true,0.4356286075036075,0.1034676,1.0189695,4.3954045E-9,9.260315E-16,0.9999993
852,gazeFailed,20201012151133,02_tr_040.jpg,tr,false,false,true,0.44191919191919193,0.11226265,0.24889646,6.7632556E-8,3.8161733E-16,0.9999995
853,gazeFailed,20201001132122,01_na_040.jpg,na,false,true,false,0.4109609082397004,0.648731,0.1253031,3.3579406E-6,4.108762E-12,9.612029E-8
854,gazeFailed,20201001132122,00_bl_040.jpg,bl,false,true,false,0.4017088014981273,0.82280093,0.21182212,2.0571015E-8,1.4619002E-9,2.7459447E-7
855,gazeFailed,20201012154522,01_br_000.jpg,br,true,false,true,0.5299500084358473,1.0,0.81596017,1.651609E-5,2.7016478E-8,0.0042975224
856,gazeFailed,20201012154522,02_na_000.jpg,na,true,false,true,0.5066684170479998,1.0,0.23094556,7.0899728E-6,1.8259286E-8,0.010344209
857,gazeFailed,20201012154522,03_tl_040.jpg,tl,true,false,true,0.5010046671840614,1.0,0.35357636,7.468402E-6,1.5456958E-8,0.027995193
858,gazeFailed,20201012154522,00_br_000.jpg,br,true,false,true,0.5200297332047574,1.0,0.75931394,1.5162568E-6,1.9300175E-9,2.610997E-4
859,gazeFailed,20200930192558,01_tr_040.jpg,tr,true,false,true,0.6413035504694834,0.9993856,0.2536364,6.3065187E-7,1.5582867E-10,0.08544036
860,gazeFailed,20200930192558,03_bl_040.jpg,bl,true,false,true,0.7009288805751172,0.99651814,0.83693373,1.364839E-6,1.0925309E-8,0.5573882
861,gazeFailed,20200930192558,00_tr_040.jpg,tr,true,false,true,0.6430182658450703,0.9988285,0.28137377,1.0558134E-6,3.223384E-10,0.017818326
862,gazeFailed,20200930192558,02_na_040.jpg,na,true,false,true,0.6919931044600938,0.99128646,0.8288527,5.676369E-6,1.0759375E-8,0.58373237
863,gazeFailed,20201012151011,01_tr_040.jpg,tr,false,true,true,0.41042469492614,0.048619375,0.12545976,1.539903E-10,3.0702139E-9,0.99806446
864,gazeFailed,20201012151011,00_tr_040.jpg,tr,false,true,true,0.4047045600513808,0.016126463,0.12507054,3.16998E-10,1.5976194E-9,0.9984257
865,gazePassed,20201012190150,03_br_000.jpg,br,true,false,true,0.4710259797446059,0.99972934,0.93486005,5.13562E-10,7.297026E-11,9.774278E-8
866,gazePassed,20201012190150,00_tl_000.jpg,tl,true,false,true,0.5987878266850069,0.9860621,0.0741834,2.2293698E-9,5.9825252E-12,1.9601538E-8
867,gazePassed,20201012190150,01_na_000.jpg,na,true,false,true,0.5943266110338433,0.9944324,0.0745433,1.0772177E-10,1.6526223E-11,2.628179E-8
868,gazePassed,20201012190150,02_br_000.jpg,br,true,false,true,0.5162043539325842,0.9980556,0.9048945,5.2244703E-10,1.847704E-10,4.15373E-9
869,gazeFailed,20201001143748,01_bl_000.jpg,bl,true,true,true,0.40612957610789974,0.9195854,0.8730845,4.1339052E-10,3.4161E-13,4.778074E-4
870,gazeFailed,20201001143748,02_na_000.jpg,na,true,true,true,0.4047045600513808,0.9447069,0.17229182,4.3814574E-10,7.294111E-13,0.0051892498
871,gazeFailed,20201001143748,00_bl_000.jpg,bl,true,true,true,0.4047045600513808,0.8384231,0.88398224,3.0954153E-9,3.681285E-13,0.0046630795
872,gazeFailed,20201026150803,01_br_000.jpg,br,false,false,true,0.4525704089506173,0.9997503,0.61701936,4.621038E-7,1.9612643E-12,0.80528665
873,gazeFailed,20201026150803,03_tl_040.jpg,tl,false,false,true,0.4233277874228395,0.99977416,0.3192188,6.582462E-6,2.426161E-12,0.9550872
874,gazeFailed,20201026150803,00_br_000.jpg,br,false,false,true,0.4625349633487654,0.9912272,0.7479254,1.305212E-6,9.232569E-13,0.87075824
875,gazeFailed,20201026150803,02_na_040.jpg,na,false,false,true,0.4345823688271605,0.99992895,0.32808965,2.8536886E-6,3.5399077E-12,0.9765645
876,gazeFailed,20201105201102,03_br_000.jpg,br,true,false,true,0.5029510331284152,0.99824715,0.98533845,3.9943493E-10,6.5164394E-16,7.7425676E-7
877,gazeFailed,20201105201102,00_tr_000.jpg,tr,true,false,true,0.5211321721311474,0.9751134,0.2295484,1.6815643E-10,2.7163655E-14,8.1173295E-7
878,gazeFailed,20201105201102,01_na_000.jpg,na,true,false,true,0.5111744364754097,0.99115014,0.89914083,3.109248E-10,6.2420602E-15,5.7450376E-7
879,gazeFailed,20201105201102,02_br_000.jpg,br,true,false,true,0.5045893101092894,0.99847835,0.9731045,2.9660902E-10,1.3070949E-15,1.1555359E-6
880,gazePassed,20201105200537,03_br_000.jpg,br,true,false,true,0.458125213456284,0.98942727,1.0302742,6.384051E-9,3.78071E-12,1.797258E-5
881,gazePassed,20201105200537,00_tl_000.jpg,tl,true,false,true,0.4770801314890709,0.96950734,0.23734164,6.730319E-10,1.1130148E-12,0.0013986243
882,gazePassed,20201105200537,01_na_000.jpg,na,true,false,true,0.46755464480874304,0.9945949,0.39416707,2.0280366E-10,3.13108E-12,1.5881275E-5
883,gazePassed,20201105200537,02_br_000.jpg,br,true,false,true,0.47071913422131134,0.99556607,1.0148872,4.1317294E-10,7.876742E-13,1.592644E-5
884,gazeFailed,20201105203402,00_tr_000.jpg,tr,true,false,true,0.4995338845654993,0.9367056,0.080663465,5.513035E-11,4.4233128E-15,1.179481E-4
885,gazeFailed,20201105203402,03_bl_000.jpg,bl,true,false,true,0.4963572065499351,0.9251793,0.6033889,6.3309934E-11,1.1340436E-15,8.9673784E-5
886,gazeFailed,20201105203402,01_na_000.jpg,na,true,false,true,0.5011247568093384,0.9555959,0.91494036,7.7433844E-11,9.826916E-16,5.638114E-5
887,gazeFailed,20201105203402,02_bl_000.jpg,bl,true,false,true,0.4963572065499351,0.92244077,0.9550563,2.123403E-10,4.599655E-16,2.7449565E-5
888,gazePassed,20201001151419,00_tr_000.jpg,tr,true,false,true,0.46106150793650796,0.9999976,0.25907314,2.1896062E-8,4.650095E-16,0.7375216
889,gazePassed,20201001151419,03_bl_000.jpg,bl,true,false,true,0.44825487012987014,0.9999999,0.9198562,8.8777773E-7,1.8124652E-16,0.7452465
890,gazePassed,20201001151419,01_na_000.jpg,na,true,false,true,0.464291351010101,0.9999956,0.73532623,2.4179199E-8,1.6573468E-16,0.85430753
891,gazePassed,20201001151419,02_bl_000.jpg,bl,true,false,true,0.44191919191919193,0.99999905,0.9340817,7.795535E-7,1.3565834E-16,0.71248895
892,gazeFailed,20201015001234,00_tl_000.jpg,tl,true,false,true,0.7397976296958854,0.99997973,0.23147154,2.4457227E-6,3.9948944E-8,1.3690103E-4
893,gazeFailed,20201015001234,00_tl_000.jpg,tl,true,false,true,0.7397976296958854,0.99997973,0.28929132,2.4457227E-6,3.9948944E-8,1.3690103E-4
894,gazePassed,20201012181554,02_na_000.jpg,na,true,false,true,0.5862125468164794,0.9571611,0.3024379,4.8054147E-9,1.2151525E-12,6.774821E-9
895,gazePassed,20201012181554,00_tr_000.jpg,tr,true,false,true,0.5955114700374532,0.9888931,0.15178269,6.2127885E-9,8.0522064E-13,1.0683426E-8
896,gazePassed,20201012181554,03_bl_000.jpg,bl,true,false,true,0.6086493445692884,0.9790789,1.0016466,3.6543046E-8,2.729667E-10,2.0221356E-9
897,gazePassed,20201012181554,01_tr_000.jpg,tr,true,false,true,0.6067649812734083,0.9939839,0.11931208,5.2268647E-9,3.6700675E-13,6.2748824E-9
898,gazePassed,20201104152754,01_bl_000.jpg,bl,true,false,true,0.6588972503063725,0.99999905,0.79067224,4.193871E-4,3.2571423E-9,1.1768504E-5
899,gazePassed,20201104152754,02_na_000.jpg,na,true,false,true,0.662454044117647,0.9999914,0.37888312,0.2520499,6.349081E-8,1.9957818E-6
900,gazePassed,20201104152754,00_bl_000.jpg,bl,true,false,true,0.6839958639705881,0.9999994,0.8025373,9.38796E-4,1.5842768E-9,1.6691441E-6
901,gazePassed,20201104152754,03_tl_000.jpg,tl,true,false,true,0.6767769607843136,0.99999726,0.239694,0.003145139,1.1215285E-8,3.593423E-6
902,gazePassed,20201005144343,02_na_000.jpg,na,true,false,true,0.5623479318734792,0.99333775,0.14048699,4.5866795E-9,4.016215E-13,1.3138443E-5
903,gazePassed,20201005144343,00_tr_000.jpg,tr,true,false,true,0.6227379866180047,0.9965095,0.15622576,3.0393526E-8,9.635607E-14,0.0017984179
904,gazePassed,20201005144343,03_br_040.jpg,br,true,false,true,0.5590832192822383,0.9998629,0.67148125,1.0023027E-8,2.361047E-13,0.011392623
905,gazePassed,20201005144343,01_tr_000.jpg,tr,true,false,true,0.5788140586982967,0.99520856,0.15357685,7.5179765E-9,1.6366353E-13,2.8227293E-4
906,gazeFailed,20201012154416,03_bl_000.jpg,bl,true,false,true,0.4289958407605467,0.99884015,0.8791467,1.7689558E-10,8.010884E-11,0.0017642975
907,gazeFailed,20201012154416,00_tl_040.jpg,tl,true,false,true,0.507046568627451,0.998793,0.48285952,1.7693853E-9,6.621458E-8,2.5320815E-5
908,gazeFailed,20201012154416,01_na_000.jpg,na,true,false,true,0.505514705882353,0.9996507,0.3193041,2.6536198E-9,6.840265E-8,7.008304E-5
909,gazeFailed,20201012154416,02_bl_000.jpg,bl,true,false,true,0.5589395796197267,0.9988367,0.9781562,3.9878505E-9,1.640127E-8,1.7009153E-4
910,gazeFailed,20201001132111,03_tr_040.jpg,tr,true,false,true,0.4853932584269663,0.97066045,0.3037457,2.3297982E-6,2.0279705E-14,7.6657646E-11
911,gazeFailed,20201001132111,02_na_000.jpg,na,true,false,true,0.5023934925093633,0.9633301,0.24984127,4.6925077E-5,3.9547489E-13,3.2917907E-10
912,gazeFailed,20201001132111,01_br_040.jpg,br,true,false,true,0.5023934925093633,0.8042713,0.7251736,0.0016457888,4.7781326E-13,1.0150686E-10
913,gazeFailed,20201001132111,00_br_000.jpg,br,true,false,true,0.4989700374531835,0.8190278,1.0009506,9.0638976E-5,1.2531656E-13,4.5325816E-11
914,gazeFailed,20201012151023,01_na_040.jpg,na,false,false,true,0.4249006502890173,0.01848136,0.81509227,2.9082162E-10,1.22801875E-8,0.9996722
915,gazeFailed,20201012151023,02_bl_040.jpg,bl,false,false,true,0.4263607899807321,0.021663174,0.9767699,2.8490846E-10,3.2708776E-8,0.99906427
916,gazeFailed,20201012151023,03_bl_040.jpg,bl,false,false,true,0.43370664739884385,0.08489748,0.43069553,6.0894706E-10,2.999294E-8,0.99840206
917,gazeFailed,20201012151023,00_tr_040.jpg,tr,false,false,true,0.4278259473346178,0.034772366,0.13270035,1.810415E-10,3.6643204E-8,0.99972826
918,gazePassed,20201012180228,01_bl_000.jpg,bl,true,false,true,0.468685627340824,0.99999964,0.90382075,1.2156202E-7,3.022371E-10,2.3625744E-9
919,gazePassed,20201012180228,02_na_000.jpg,na,true,false,true,0.48876989700374535,0.99999547,0.6783626,1.1406227E-8,2.393478E-11,9.144918E-10
920,gazePassed,20201012180228,00_bl_000.jpg,bl,true,false,true,0.468685627340824,0.9999933,0.94091487,8.933426E-8,1.23707435E-8,2.099003E-8
921,gazePassed,20201012180228,03_tr_000.jpg,tr,true,false,true,0.5006788389513108,0.99994516,0.17699699,5.6150594E-8,1.6085312E-10,1.0701785E-7
922,gazePassed,20201012215050,03_br_000.jpg,br,true,false,true,0.5015238810955243,0.9958106,0.8889197,3.0464918E-7,2.2635427E-6,0.86384386
923,gazePassed,20201012215050,02_na_000.jpg,na,true,false,true,0.5112777638610554,0.9979838,0.079015255,2.7109909E-8,3.722214E-6,0.5010452
924,gazePassed,20201012215050,00_tr_000.jpg,tr,true,false,true,0.5277429859719438,0.99488455,0.086038545,1.1738417E-8,7.749683E-6,0.74166095
925,gazePassed,20201012215050,01_tr_000.jpg,tr,true,false,true,0.5580379509018035,0.99855417,0.07882717,2.502732E-8,3.319121E-5,0.7315033
926,gazePassed,20201012145535,01_bl_000.jpg,bl,true,false,true,0.4945221125730994,1.0,1.0043658,3.1433352E-8,2.092365E-18,7.6694405E-6
927,gazePassed,20201012145535,02_na_000.jpg,na,true,false,true,0.4885279605263158,1.0,0.52884686,1.6521112E-8,5.880216E-18,1.3977515E-6
928,gazePassed,20201012145535,00_bl_000.jpg,bl,true,false,true,0.4930190058479532,1.0,1.0151037,6.7707777E-9,2.5709164E-17,6.432046E-5
929,gazePassed,20201012145535,03_tl_000.jpg,tl,true,false,true,0.4885279605263158,1.0,0.29762483,3.6665906E-9,2.1806698E-16,1.610683E-5
930,gazeFailed,20201024013641,02_na_000.jpg,na,false,false,false,0.5441335227272728,1.0,0.8148432,8.781742E-4,1.0998875E-10,0.039572936
931,gazeFailed,20201024013641,03_tl_040.jpg,tl,false,false,false,0.5377320075757576,0.9999999,0.87504464,1.4496574E-4,8.0883876E-11,0.068449914
932,gazeFailed,20201024013641,01_br_040.jpg,br,false,false,false,0.542528409090909,1.0,0.629259,6.745599E-5,4.808738E-11,0.3961169
933,gazeFailed,20201024013641,00_br_000.jpg,br,false,false,false,0.5554261363636364,1.0,0.8606665,4.9169065E-4,1.8560743E-11,0.27136025
934,gazePassed,20201001143905,01_br_000.jpg,br,true,false,true,0.49787752890173403,0.9911329,0.96614444,1.1722094E-10,7.484078E-14,5.9346267E-4
935,gazePassed,20201001143905,02_na_000.jpg,na,true,false,true,0.49787752890173403,0.9894699,0.22341263,7.147405E-11,1.3603035E-13,5.72819E-4
936,gazePassed,20201001143905,03_tl_000.jpg,tl,true,false,true,0.5074060693641618,0.9865736,0.23588248,1.1206784E-10,2.5879135E-14,0.001553602
937,gazePassed,20201001143905,00_br_000.jpg,br,true,false,true,0.5234876766217084,0.99192095,0.92698413,2.9526367E-8,8.6594225E-14,3.158474E-4
938,gazeFailed,20201105195048,02_na_000.jpg,na,false,false,false,0.7408756996268657,0.9993387,0.34240794,3.3968421E-9,2.3691827E-15,0.058386263
939,gazeFailed,20201105195048,00_br_040.jpg,br,false,false,false,0.7314210199004976,0.99979967,0.15144278,2.4987848E-10,1.6351991E-14,0.034575664
940,gazeFailed,20201105195048,01_br_040.jpg,br,false,false,false,0.7314210199004976,0.99978954,0.14293207,1.7437386E-9,4.3062535E-14,0.12173206
941,gazeFailed,20201105195048,03_tl_000.jpg,tl,false,false,false,0.7389808768656717,0.9989761,0.19982684,2.3561169E-9,4.065954E-16,0.019937018
942,gazePassed,20201001150555,02_tl_000.jpg,tl,true,false,true,0.5315586419753087,1.0,0.3066249,1.981368E-9,4.4397274E-15,5.430403E-7
943,gazePassed,20201001150555,00_bl_000.jpg,bl,true,false,true,0.49382716049382713,1.0,0.98048174,2.0203814E-9,2.7567301E-16,2.4258713E-6
944,gazePassed,20201001150555,01_na_000.jpg,na,true,false,true,0.5015721450617284,1.0,0.48086128,2.9533673E-9,8.2984225E-16,2.2046838E-6
945,gazePassed,20201001150555,03_tl_000.jpg,tl,true,false,true,0.5172453703703703,1.0,0.31903017,1.3383714E-9,1.1592638E-15,8.303948E-7
946,gazePassed,20201001152730,01_bl_000.jpg,bl,true,false,true,0.4475922880116959,1.0,1.0155907,2.8543456E-9,4.0676605E-16,2.5917249E-8
947,gazePassed,20201001152730,02_na_000.jpg,na,true,false,true,0.4433114035087719,1.0,0.434135,5.864766E-8,9.204076E-15,2.101186E-8
948,gazePassed,20201001152730,00_bl_000.jpg,bl,true,false,true,0.46491684941520467,1.0,1.006238,7.0056134E-9,2.5556553E-15,1.3390564E-8
949,gazePassed,20201001152730,03_tr_000.jpg,tr,true,false,true,0.44902229532163745,1.0,0.31086504,3.8611212E-8,7.2949484E-16,7.0136084E-9
950,gazePassed,20201110205137,01_bl_000.jpg,bl,true,false,true,0.5883333333333334,0.99999225,0.67501336,8.549476E-6,4.6297977E-14,1.5283867E-5
951,gazePassed,20201110205137,02_na_000.jpg,na,true,false,true,0.595028409090909,0.9999951,0.17978314,2.0675037E-5,3.3240734E-15,9.339674E-5
952,gazePassed,20201110205137,00_bl_000.jpg,bl,true,false,true,0.5734090909090909,0.99997115,0.64908475,5.461781E-6,2.0140328E-13,2.4625582E-5
953,gazePassed,20201110205137,03_tr_000.jpg,tr,true,false,true,0.5800189393939394,0.99999595,0.11768771,1.7448496E-5,2.4927805E-15,2.7212045E-5
954,gazePassed,20201110204046,00_bl_040.jpg,bl,true,false,true,0.4599358974358973,0.99987996,0.603151,1.6075383E-4,9.311329E-11,2.8677553E-6
955,gazePassed,20201110204046,02_na_000.jpg,na,true,false,true,0.4615384615384614,0.9999281,0.090316206,6.504913E-5,5.92437E-10,3.162134E-5
956,gazePassed,20201110204046,03_tr_000.jpg,tr,true,false,true,0.44722667378917363,0.99992764,0.0923143,4.4346314E-5,2.422692E-9,2.563194E-5
957,gazePassed,20201110204046,01_bl_040.jpg,bl,true,false,true,0.4631410256410255,0.9999871,0.57186884,3.896338E-4,9.569193E-11,1.6332006E-5
958,gazeFailed,20201105202308,00_tl_000.jpg,tl,true,false,true,0.4891493055555556,0.99999964,0.13574821,6.6749634E-10,1.5198512E-17,1.1019989E-8
959,gazeFailed,20201105202308,02_na_000.jpg,na,true,false,true,0.4740762756642512,0.9999999,0.983372,8.853645E-9,2.6600739E-18,6.6131285E-8
960,gazeFailed,20201105202308,03_bl_000.jpg,bl,true,false,true,0.4592391304347826,0.9999995,1.0129296,2.930472E-10,1.3859897E-18,3.1234038E-8
961,gazeFailed,20201105202308,01_tl_000.jpg,tl,true,false,true,0.47707201086956524,0.9999995,0.13992734,3.459387E-10,2.5251837E-18,7.610093E-9
962,gazePassed,20201008194929,02_tr_000.jpg,tr,true,false,true,0.5806761188271605,1.0,0.19300112,1.8313563E-7,2.1743756E-14,4.5391994E-6
963,gazePassed,20201008194929,00_bl_000.jpg,bl,true,false,true,0.5840277777777778,1.0,0.8362466,4.2217036E-7,2.787408E-15,9.293507E-7
964,gazePassed,20201008194929,03_tr_000.jpg,tr,true,false,true,0.5624131944444445,1.0,0.21831968,4.0515954E-7,8.404894E-16,4.782467E-6
965,gazePassed,20201008194929,01_na_000.jpg,na,true,false,true,0.5958333333333333,1.0,0.20954111,2.6616615E-7,1.29534885E-14,4.7018425E-6
966,gazeFailed,20200930183740,01_na_040.jpg,na,false,false,false,0.7027215375586853,0.9969367,0.7774221,2.2347036E-5,1.32475915E-8,0.008157969
967,gazeFailed,20200930183740,02_br_040.jpg,br,false,false,false,0.6344630281690139,0.99675983,0.7169493,1.6429703E-6,7.363279E-8,0.0012007767
968,gazeFailed,20200930183740,03_br_040.jpg,br,false,false,false,0.658565324237089,0.9965578,0.8842958,3.2339491E-7,1.958659E-8,0.0021527063
969,gazeFailed,20200930183740,00_tr_040.jpg,tr,false,false,false,0.65509463028169,0.99971586,0.55303246,1.2056822E-6,3.385964E-8,0.001374544
970,gazeFailed,20201012151115,01_na_040.jpg,na,false,false,true,0.41259645061728395,0.6504302,0.8766297,4.357491E-9,2.198075E-6,0.02058123
971,gazeFailed,20201012151115,00_tl_000.jpg,tl,false,false,true,0.40837673611111114,0.9352914,0.29116642,3.0948797E-8,1.1354748E-6,0.034618378
972,gazeFailed,20201012151115,03_bl_000.jpg,bl,false,false,true,0.445679012345679,0.7716042,0.85183775,1.6249075E-7,8.397496E-6,0.025365043
973,gazeFailed,20201012151115,02_bl_000.jpg,bl,false,false,true,0.4225308641975309,0.8757318,0.83730876,3.8432084E-8,2.9817231E-6,0.023418462
974,gazeFailed,20201028191244,03_tr_040.jpg,tr,false,false,false,0.7039950203712086,0.99999917,0.46679878,7.7273725E-8,4.7409438E-15,0.8528912
975,gazeFailed,20201028191244,02_na_000.jpg,na,false,false,false,0.6506765067650676,0.99545187,0.27794635,8.103584E-5,4.7987213E-12,0.06155836
976,gazeFailed,20201028191244,00_br_040.jpg,br,false,false,false,0.6938038130381304,0.9999999,0.56600475,1.7458501E-7,8.239378E-15,0.108842
977,gazeFailed,20201028191244,01_br_040.jpg,br,false,false,false,0.6989579838980208,0.9180187,0.2797626,2.6075355E-7,4.0336787E-10,0.0014450888
